round,institute,program,quota,category,opening_rank,closing_rank
Round 2,Dr. B. C. Roy Engineering College,Computer Science & Engineering,All India,Open,203859,317744
Round 2,Dr. B. C. Roy Engineering College,Computer Science & Engineering,All India,Open,39393,65661
Round 2,Dr. B. C. Roy Engineering College,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,13412,13412
Round 2,Dr. B. C. Roy Engineering College,Electronics & Communication Engineering,All India,Open,552482,1280167
Round 2,Dr. B. C. Roy Engineering College,Computer Science & Engineering (Cyber Security),All India,Open,478360,743000
Round 2,Dr. B. C. Roy Engineering College,Computer Science & Engineering (Cyber Security),Home State,Tuition Fee Waiver,27064,27064
Round 2,Dr. B. C. Roy Engineering College,Computer Science & Engineering (Artificial Intelligence And Machine Learning),All India,Open,308937,408506
Round 2,Dr. B. C. Roy Engineering College,Computer Science & Engineering (Artificial Intelligence And Machine Learning),All India,Open,21232,110070
Round 2,Dr. B. C. Roy Engineering College,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,19576,19576
Round 2,Dr. B. C. Roy Engineering College,Computer Science & Engineering (Data Science),All India,Open,452491,690129
Round 2,Dr. B. C. Roy Engineering College,Computer Science & Engineering (Data Science),All India,Open,84277,97539
Round 2,Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex,Computer Science & Engineering,All India,Open,654332,942657
Round 2,Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,29062,30522
Round 2,Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,37470,42446
Round 2,Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex,Computer Science & Engineering (Cyber Security),Home State,Tuition Fee Waiver,33522,33522
Round 2,Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex,ELECTRONICS & COMPUTER SCIENCE - TFW,Home State,Tuition Fee Waiver,39887,43200
Round 2,Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,30534,30535
Round 2,Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex,Computer Science & Engineering (Data Science) ,Home State,Tuition Fee Waiver,31854,40537
Round 2,Dream Institute of Technology,Computer Science & Engineering,All India,Open,818025,818025
Round 2,Dream Institute of Technology,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,37893,43446
Round 2,Durgapur Institute of Advanced Technology & Management,Computer Science & Engineering,All India,Open,474223,1079448
Round 2,Durgapur Institute of Advanced Technology & Management,Computer Science & Engineering,All India,Open,84196,109390
Round 2,Durgapur Institute of Advanced Technology & Management,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,30932,33100
Round 2,Future Institute of Engineering & Management,Information Technology,All India,Open,697240,967742
Round 2,Future Institute of Engineering & Management,Information Technology,All India,Open,82654,94693
Round 2,Future Institute of Engineering & Management,Information Technology,Home State,Tuition Fee Waiver,24559,24559
Round 2,Future Institute of Engineering & Management,Computer Science & Engineering,All India,Open,241798,358311
Round 2,Future Institute of Engineering & Management,Computer Science & Engineering,All India,Open,46655,64115
Round 2,Future Institute of Engineering & Management,Computer Science & Engineering,Home State,SC,67396,103676
Round 2,Future Institute of Engineering & Management,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,21126,22655
Round 2,Future Institute of Engineering & Management,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,28093,32963
Round 2,Future Institute of Engineering & Management,Computer Science & Engineering (Data Science),All India,Open,560509,652602
Round 2,Future Institute of Engineering & Management,Computer Science & Engineering (Data Science),All India,Open,98134,105726
Round 2,Future Institute of Engineering & Management,Computer Science & Engineering (Data Science) ,Home State,Tuition Fee Waiver,25814,29722
Round 2,Future Institute of Technology,Computer Science & Engineering,All India,Open,659081,1413998
Round 2,Future Institute of Technology,Computer Science & Engineering,All India,Open,78547,104315
Round 2,Future Institute of Technology,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,23694,25131
Round 2,Future Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,26781,40342
Round 2,Future Institute of Technology,Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),All India,Open,77077,77077
Round 2,Future Institute of Technology,Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),Home State,Tuition Fee Waiver,40461,42392
Round 2,Gargi Memorial Institute of Technology,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,39543,41128
Round 2,Gargi Memorial Institute of Technology,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,41150,41150
Round 2,Global Institute of Management and Technology,Computer Science & Engineering,All India,Open,1226877,1226877
Round 2,Global Institute of Management and Technology,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,43823,43823
Round 2,Guru Nanak Institute of Technology,Information Technology,All India,Open,811493,1080188
Round 2,Guru Nanak Institute of Technology,Information Technology,All India,Open,58519,109108
Round 2,Guru Nanak Institute of Technology,Information Technology,Home State,Tuition Fee Waiver,20646,21087
Round 2,Guru Nanak Institute of Technology,Computer Science & Engineering,All India,Open,332971,638253
Round 2,Guru Nanak Institute of Technology,Computer Science & Engineering,All India,Open,36130,54337
Round 2,Guru Nanak Institute of Technology,Computer Science & Engineering,Home State,SC,72260,100501
Round 2,Guru Nanak Institute of Technology,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,14644,19981
Round 2,Guru Nanak Institute of Technology,Electronics & Communication Engineering,All India,Open,709442,717969
Round 2,Guru Nanak Institute of Technology,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,24854,28208
Round 2,Guru Nanak Institute of Technology,Food Technology,All India,Open,621867,1147914
Round 2,Guru Nanak Institute of Technology,Food Technology,All India,Open,42165,74090
Round 2,Guru Nanak Institute of Technology,Food Technology,Home State,SC,78075,82820
Round 2,Guru Nanak Institute of Technology,Computer Science & Engineering (Cyber Security),All India,Open,535251,774633
Round 2,Guru Nanak Institute of Technology,Computer Science & Engineering (Cyber Security),All India,Open,55036,104334
Round 2,Guru Nanak Institute of Technology,Computer Science & Engineering (Cyber Security),Home State,Tuition Fee Waiver,22182,25851
Round 2,Guru Nanak Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning),All India,Open,432525,490463
Round 2,Guru Nanak Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning),All India,Open,40662,57743
Round 2,Guru Nanak Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning),Home State,SC,95727,95727
Round 2,Guru Nanak Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,21428,21428
Round 2,Haldia Institute of Technology,Civil Engineering,All India,Open,307356,792730
Round 2,Haldia Institute of Technology,Civil Engineering,All India,Open,68904,107034
Round 2,Haldia Institute of Technology,Civil Engineering,Home State,Tuition Fee Waiver,34339,35964
Round 2,Haldia Institute of Technology,Electrical Engineering,All India,Open,141999,193833
Round 2,Haldia Institute of Technology,Electrical Engineering,All India,Open,33907,42154
Round 2,Haldia Institute of Technology,Electrical Engineering,Home State,SC,79670,100946
Round 2,Haldia Institute of Technology,Electrical Engineering,Home State,Tuition Fee Waiver,17046,17046
Round 2,Haldia Institute of Technology,Information Technology,All India,Open,34218,36251
Round 2,Haldia Institute of Technology,Information Technology,All India,Open,11677,17114
Round 2,Haldia Institute of Technology,Information Technology,Home State,Tuition Fee Waiver,8065,9099
Round 2,Haldia Institute of Technology,Mechanical Engineering,All India,Open,277895,910123
Round 2,Haldia Institute of Technology,Mechanical Engineering,All India,Open,54730,109784
Round 2,Haldia Institute of Technology,Mechanical Engineering,Home State,Tuition Fee Waiver,22776,23879
Round 2,Haldia Institute of Technology,Chemical Engineering,All India,Open,63153,64914
Round 2,Haldia Institute of Technology,Chemical Engineering,All India,Open,24068,31389
Round 2,Haldia Institute of Technology,Chemical Engineering,Home State,OBC - A,83949,105631
Round 2,Haldia Institute of Technology,Chemical Engineering,Home State,SC,60895,103896
Round 2,Haldia Institute of Technology,Computer Science & Engineering,All India,Open,13239,13239
Round 2,Haldia Institute of Technology,Computer Science & Engineering,All India,Open,3384,8906
Round 2,Haldia Institute of Technology,Computer Science & Engineering,Home State,EWS,33687,96642
Round 2,Haldia Institute of Technology,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,6383,7048
Round 2,Haldia Institute of Technology,Electronics & Communication Engineering,All India,Open,47445,47636
Round 2,Haldia Institute of Technology,Electronics & Communication Engineering,All India,Open,13632,24825
Round 2,Haldia Institute of Technology,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,10533,10608
Round 2,Haldia Institute of Technology,Biotechnology,All India,Open,254795,322366
Round 2,Haldia Institute of Technology,Biotechnology,All India,Open,38503,59783
Round 2,Haldia Institute of Technology,Biotechnology,Home State,OBC - A,79590,79590
Round 2,Haldia Institute of Technology,Biotechnology,Home State,SC,63922,109730
Round 2,Haldia Institute of Technology,Biotechnology,Home State,Tuition Fee Waiver,16528,18792
Round 2,Haldia Institute of Technology,Food Technology,All India,Open,702709,1208919
Round 2,Haldia Institute of Technology,Food Technology,All India,Open,19800,86761
Round 2,Haldia Institute of Technology,Food Technology,Home State,SC,89081,89081
Round 2,Haldia Institute of Technology,Food Technology,Home State,Tuition Fee Waiver,23378,26443
Round 2,Haldia Institute of Technology,Agricultural Engineering,All India,Open,692597,1270494
Round 2,Haldia Institute of Technology,Agricultural Engineering,All India,Open,53759,106733
Round 2,Haldia Institute of Technology,Applied Electronics And Instrumentation Engineering,All India,Open,164961,244615
Round 2,Haldia Institute of Technology,Applied Electronics And Instrumentation Engineering,All India,Open,36517,54051
Round 2,Haldia Institute of Technology,Applied Electronics And Instrumentation Engineering  ,Home State,Tuition Fee Waiver,21058,21058
Round 2,Haldia Institute of Technology,Computer Science & Engineering (Cyber Security),All India,Open,23712,23712
Round 2,Haldia Institute of Technology,Computer Science & Engineering (Cyber Security),All India,Open,14133,17539
Round 2,Haldia Institute of Technology,Computer Science & Engineering (Cyber Security),Home State,Tuition Fee Waiver,10497,11544
Round 2,Haldia Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning),All India,Open,17888,17888
Round 2,Haldia Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning),All India,Open,10136,12717
Round 2,Haldia Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning),Home State,EWS,78231,78231
Round 2,Haldia Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,9165,9165
Round 2,Haldia Institute of Technology,Computer Science & Engineering (Data Science),All India,Open,21761,21761
